track_id,album_id,album_title,artist_id,artist_name,track_date_recorded,track_genres,track_interest,track_number,track_title,artist_nacionality,track_price,artist_nacionality,track_price
414,122,Root,90,Borful Tang,07/05/2005,Electronic,3930,8,John And Mary - The Restaurant,Inglês,0.74,Americano,0.77
416,122,Root,90,Borful Tang,07/05/2005,Electronic,996,9,Smyrna Snow Walk,Australiano,1.17,Italiano,1.24
417,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,477,1,Eula,Russo,0.72,Inglês,0.93
418,125,Original Soundtrack: Work for 20 DVD Players,91,Brian Joseph Davis,10/01/2008,Soundtrack,7458,1,Track1,Espanhol,0.72,Russo,1.23
419,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,461,2,The Franklin Mint Job,Espanhol,0.78,Mexicano,1.06
420,125,Original Soundtrack: Work for 20 DVD Players,91,Brian Joseph Davis,10/01/2008,Soundtrack,4479,2,Track2,Inglês,1.0,Canadiano,0.92
422,125,Original Soundtrack: Work for 20 DVD Players,91,Brian Joseph Davis,10/01/2008,Soundtrack,4306,3,Track3,Russo,0.91,Russo,1.04
423,125,Original Soundtrack: Work for 20 DVD Players,91,Brian Joseph Davis,10/01/2008,Soundtrack,5532,4,Track4,Espanhol,1.08,Americano,1.34
424,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,4323,5,The Ambient Honky,Inglês,0.96,Australiano,1.12
425,125,Original Soundtrack: Work for 20 DVD Players,91,Brian Joseph Davis,10/01/2008,Avant-Garde,1409,5,Track5,Inglês,0.88,Espanhol,0.87
426,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,883,6,An Audio Walk Through Greater Newcastle,Indiano,1.07,Mexicano,1.38
427,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,515,7,1913,Inglês,1.34,Mexicano,0.75
428,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,924,8,1933,Mexicano,0.88,Inglês,1.02
429,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,647,9,1963/2005,Americano,0.86,Alemão,1.39
430,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,658,10,1966,Francês,1.14,Inglês,0.74
431,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,1043,11,1977,Americano,1.0,Canadiano,1.39
432,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,1056,12,1984,Brasileiro,1.22,Italiano,1.22
433,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,1600,13,1987,Espanhol,0.92,Inglês,1.08
434,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,1953,14,1988,Mexicano,0.7,Italiano,1.36
435,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,1873,15,1989,Americano,1.01,Mexicano,1.12
436,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,683,16,voice over,Mexicano,0.74,Chinês,0.85
437,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,625,18,Yesterduh (Joe Meek),Americano,0.76,Australiano,1.24
438,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,1238,19,Minima Medley,Italiano,1.06,Espanhol,1.27
439,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,989,20,All you get from love is 22 Love Songs,Brasileiro,1.17,Mexicano,0.79
440,126,Over In A Big Way,92,Bronhard/Going/Public,01/01/2007,Experimental,2583,1,The Beats,Inglês,0.7,Alemão,0.77
441,126,Over In A Big Way,92,Bronhard/Going/Public,01/01/2007,Experimental,1246,2,Veruca Assault,Espanhol,1.37,Brasileiro,0.76
442,126,Over In A Big Way,92,Bronhard/Going/Public,01/01/2007,Experimental,864,3,ID4 Congress,Japonês,1.14,Australiano,1.39
443,126,Over In A Big Way,92,Bronhard/Going/Public,01/01/2007,Experimental,1495,4,Bastard Boise,Australiano,1.38,Francês,1.16
444,126,Over In A Big Way,92,Bronhard/Going/Public,01/01/2007,Experimental,1575,5,Jean-Michel,Canadiano,1.08,Japonês,1.07
445,126,Over In A Big Way,92,Bronhard/Going/Public,01/01/2007,Experimental,1182,6,Lyftoff,Russo,1.01,Indiano,1.25
446,126,Over In A Big Way,92,Bronhard/Going/Public,01/01/2007,Experimental,1621,7,Media Library,Espanhol,1.33,Alemão,1.03
447,126,Over In A Big Way,92,Bronhard/Going/Public,01/01/2007,Experimental,1082,8,Back/Forth,Inglês,0.82,Francês,1.09
448,126,Over In A Big Way,92,Bronhard/Going/Public,01/01/2007,Experimental,1267,9,Registered Sax Offender II,Inglês,0.85,Russo,1.39
449,126,Over In A Big Way,92,Bronhard/Going/Public,01/01/2007,Experimental,2226,10,Burlington Goat Factory,Japonês,1.05,Francês,0.8
450,126,Over In A Big Way,92,Bronhard/Going/Public,11/26/2008,Experimental,1121,11,Excuses,Chinês,1.26,Japonês,0.79
451,126,Over In A Big Way,92,Bronhard/Going/Public,11/26/2008,Experimental,1052,12,Killer Murderer,Alemão,1.3,Italiano,0.89
452,126,Over In A Big Way,92,Bronhard/Going/Public,11/26/2008,Experimental,1491,13,Casualist Conformativity,Alemão,1.4,Japonês,0.9
458,129,Hunt Like Devil EP,95,CAVE,11/26/2008,Krautrock,1824,4,Hunt Like Devil 4,Alemão,0.74,Português,1.25
459,130,Butthash,95,CAVE,11/26/2008,Krautrock,11132,0,Machines and Muscles,Japonês,1.21,Brasileiro,0.82
461,132,blissblood.com,97,Cantonement Jazz Band,01/01/2006,Jazz: Vocal,8950,1,Bessemer,Alemão,1.09,Indiano,1.03
462,132,blissblood.com,97,Cantonement Jazz Band,01/01/2006,Jazz: Vocal,8485,2,Has Been Blues,Chinês,0.73,Japonês,0.93
463,132,blissblood.com,97,Cantonement Jazz Band,01/01/2006,Jazz: Vocal,8026,6,I'll Be Blue,Italiano,1.05,Australiano,0.71
464,132,blissblood.com,97,Cantonement Jazz Band,01/01/2006,Jazz: Vocal,13845,9,The Way I Feel Today,Americano,1.06,Brasileiro,0.7
465,132,blissblood.com,97,Cantonement Jazz Band,01/01/2006,Jazz: Vocal,9670,10,Thinking Of You,Inglês,1.4,Americano,1.1
466,133,Lingua Ignota,98,Celesteville,01/01/2001,Lo-Fi,319,1,Asterism,Mexicano,1.33,Espanhol,1.16
467,134,Birdlike Movements,98,Celesteville,,Indie-Rock,871,1,Let's Climb a Mossy Hill,Russo,1.0,Australiano,1.09
468,135,Vast and Sad,98,Celesteville,11/26/2008,Lo-Fi,631,1,Vast and Sad (KPSU),Mexicano,1.33,Inglês,1.13
469,136,Kohoutek,98,Celesteville,,Indie-Rock,201,1,Waverly,Canadiano,0.71,Italiano,1.13
470,134,Birdlike Movements,98,Celesteville,,Indie-Rock,374,2,Cloud Light,Mexicano,1.09,Brasileiro,0.97
471,133,Lingua Ignota,98,Celesteville,01/01/2001,Lo-Fi,173,2,Ephrata Cloister,Mexicano,1.04,Mexicano,0.91
472,137,Spirit Duplicator,98,Celesteville,,Indie-Rock,255,2,Spirit Duplicator,Americano,1.27,Mexicano,1.33
473,136,Kohoutek,98,Celesteville,,Indie-Rock,258,2,Victoria 1,Mexicano,0.82,Espanhol,0.72
474,135,Vast and Sad,98,Celesteville,11/26/2008,Lo-Fi,452,2,Your Leather Jacket (Kelly Haus),Francês,1.08,Português,1.0
475,133,Lingua Ignota,98,Celesteville,01/01/2001,Lo-Fi,271,3,Buddy Alan In Reno,Japonês,0.86,Chinês,1.4
476,137,Spirit Duplicator,98,Celesteville,,Indie-Rock,264,3,Leftward Glance,Americano,0.8,Americano,1.16
477,135,Vast and Sad,98,Celesteville,11/26/2008,Lo-Fi,468,3,Let's Climb a Mossy Hill (Kelly Haus),Alemão,0.72,Chinês,0.87
478,134,Birdlike Movements,98,Celesteville,,Indie-Rock,401,3,Recessional,Italiano,1.27,Inglês,1.35
479,136,Kohoutek,98,Celesteville,,Indie-Rock,590,3,White Shoulders,Mexicano,0.93,Japonês,1.01
480,135,Vast and Sad,98,Celesteville,11/26/2008,Lo-Fi,678,4,Appear to Be (Kelly Haus),Francês,1.38,Russo,0.78
481,136,Kohoutek,98,Celesteville,,Indie-Rock,888,4,Council Bluffs,Francês,0.96,Americano,1.4
482,137,Spirit Duplicator,98,Celesteville,,Indie-Rock,258,4,Hall Blvd.,Japonês,1.25,Inglês,1.04
483,134,Birdlike Movements,98,Celesteville,,Indie-Rock,351,4,Magnolias Milan,Espanhol,1.22,Inglês,1.24
484,133,Lingua Ignota,98,Celesteville,01/01/2001,Lo-Fi,259,4,One Rose Among Many,Indiano,1.02,Mexicano,1.2
485,135,Vast and Sad,98,Celesteville,11/26/2008,Lo-Fi,418,5,Asterism (Kelly Haus),Português,1.23,Mexicano,1.12
486,136,Kohoutek,98,Celesteville,,Indie-Rock,344,5,Avoid,Japonês,1.21,Francês,1.32
487,133,Lingua Ignota,98,Celesteville,01/01/2001,Lo-Fi,1661,5,For Christie 7/4,Português,0.85,Russo,0.75
489,137,Spirit Duplicator,98,Celesteville,,Indie-Rock,1234,5,Nevertheless,Espanhol,1.38,Russo,1.31
490,134,Birdlike Movements,98,Celesteville,,Indie-Rock,1291,5,Vast and Sad,Inglês,0.72,Brasileiro,0.71
491,136,Kohoutek,98,Celesteville,,Indie-Rock,1382,6,For To Pour,Espanhol,0.97,Espanhol,0.73
492,134,Birdlike Movements,98,Celesteville,,Indie-Rock,373,6,I Can't Hear the Birds Sing,Chinês,1.07,Chinês,0.89
493,133,Lingua Ignota,98,Celesteville,01/01/2001,Lo-Fi,489,6,In the Sky,Russo,1.25,Mexicano,1.0
496,137,Spirit Duplicator,98,Celesteville,,Indie-Rock,235,6,Winged Ear,Alemão,1.06,Canadiano,0.75
497,136,Kohoutek,98,Celesteville,,Indie-Rock,254,7,Appear To Be,Indiano,0.97,Brasileiro,0.71
498,134,Birdlike Movements,98,Celesteville,,Indie-Rock,943,7,Birdlike Movements,Brasileiro,0.72,Japonês,0.95
501,133,Lingua Ignota,98,Celesteville,01/01/2001,Lo-Fi,328,7,Utmost House,Americano,0.92,Indiano,0.87
503,137,Spirit Duplicator,98,Celesteville,,Indie-Rock,387,8,Carted Off,Americano,0.99,Alemão,1.01
504,136,Kohoutek,98,Celesteville,,Indie-Rock,236,8,Cry,Alemão,1.07,Espanhol,1.31
506,133,Lingua Ignota,98,Celesteville,01/01/2001,Lo-Fi,258,8,Moths!!!,Americano,1.0,Português,1.03
507,134,Birdlike Movements,98,Celesteville,,Indie-Rock,259,8,Toasty Birds,Alemão,0.89,Australiano,0.75
508,136,Kohoutek,98,Celesteville,,Indie-Rock,622,9,5 In 1,Espanhol,0.88,Inglês,1.36
509,134,Birdlike Movements,98,Celesteville,,Indie-Rock,419,9,A Wren's Heart,Mexicano,1.04,Italiano,1.06
510,137,Spirit Duplicator,98,Celesteville,,Indie-Rock,292,9,Sac City,Alemão,1.33,Americano,0.74
511,133,Lingua Ignota,98,Celesteville,01/01/2001,Lo-Fi,532,9,Sharper &amp,Indiano,1.12,Francês,0.89
512,133,Lingua Ignota,98,Celesteville,01/01/2001,Lo-Fi,2401,10,"""""",Russo,0.98,Espanhol,1.31
513,136,Kohoutek,98,Celesteville,,Indie-Rock,2818,10,Victoria 2,Inglês,0.97,Japonês,0.8
514,136,Kohoutek,98,Celesteville,,Indie-Rock,1137,11,Four Doors,Australiano,0.89,Indiano,1.12
515,133,Lingua Ignota,98,Celesteville,01/01/2001,Lo-Fi,460,11,Let's Climb a Mossy Hill,Italiano,1.18,Alemão,1.17
516,136,Kohoutek,98,Celesteville,,Indie-Rock,308,12,Kohoutek,Inglês,0.72,Espanhol,1.07
517,133,Lingua Ignota,98,Celesteville,01/01/2001,Lo-Fi,543,12,Narcotic Effect On Bees,Japonês,1.34,Australiano,1.27
520,140,Sing Like Birds,98,Celesteville,01/01/2001,Rock,305,1,Invisible Tape,Canadiano,1.26,Russo,0.84
521,140,Sing Like Birds,98,Celesteville,01/01/2001,Rock,518,2,A River Frozen In Place,Indiano,0.82,Americano,1.18
522,140,Sing Like Birds,98,Celesteville,01/01/2001,Rock,316,3,End Over End,Mexicano,1.27,Francês,1.04
523,140,Sing Like Birds,98,Celesteville,01/01/2001,Rock,535,4,Black Is the Color of My True Love's Mail,Italiano,0.88,Japonês,0.97
524,140,Sing Like Birds,98,Celesteville,01/01/2001,Rock,429,5,I Didn't Think the Oracle Was Talking to Me,Alemão,1.13,Italiano,0.87
525,140,Sing Like Birds,98,Celesteville,01/01/2001,Rock,415,6,I Have Not Spoken All Day,Russo,1.28,Espanhol,0.98
526,140,Sing Like Birds,98,Celesteville,01/01/2001,Rock,665,7,Do Not Talk,Alemão,0.85,Australiano,1.15
527,140,Sing Like Birds,98,Celesteville,01/01/2001,Rock,313,8,For Jake Erdmann Et Al.,Francês,0.84,Alemão,0.89
528,140,Sing Like Birds,98,Celesteville,01/01/2001,Rock,384,9,An Odd Number of Stairs,Canadiano,1.2,Chinês,1.28
529,140,Sing Like Birds,98,Celesteville,01/01/2001,Rock,734,10,For the Dishroom at Meridian Park Hospital,Russo,1.12,Indiano,0.88
530,140,Sing Like Birds,98,Celesteville,01/01/2001,Rock,408,11,White Satin Bed,Russo,1.33,Alemão,1.31
532,141,The Thrush,100,Chandeliers,4/14/2008,Electronic,533,5,Big League,Russo,1.31,Francês,0.95
533,141,The Thrush,100,Chandeliers,4/14/2008,Electronic,1185,3,Mango Tree,Italiano,0.96,Inglês,1.02
534,142,One Mind,101,Charles Manson,11/26/2008,Folk,1875,1,I Can See You,Russo,1.16,Brasileiro,0.8
535,142,One Mind,101,Charles Manson,11/26/2008,Folk,954,2,Angels Fear To Tread,Brasileiro,0.81,Mexicano,0.88
536,142,One Mind,101,Charles Manson,11/26/2008,Folk,843,3,Riding On Your Fears,Francês,0.86,Italiano,0.92
537,142,One Mind,101,Charles Manson,11/26/2008,Folk,911,4,I Don't Need Water Sprinklers In The Desert,Australiano,0.73,Mexicano,0.96
538,142,One Mind,101,Charles Manson,11/26/2008,Folk,845,5,Your Magic Motion,Brasileiro,0.74,Japonês,1.14
539,142,One Mind,101,Charles Manson,11/26/2008,Folk,675,6,Whoever You Are,Alemão,1.29,Brasileiro,0.7
540,142,One Mind,101,Charles Manson,11/26/2008,Folk,1757,7,The Black Pirate,Francês,1.21,Português,0.76
541,142,One Mind,101,Charles Manson,11/26/2008,Folk,800,8,So We Go Again,Americano,1.02,Americano,0.91
542,142,One Mind,101,Charles Manson,11/26/2008,Folk,738,9,Self Is Eternal (What Our World Will Be),Brasileiro,0.96,Francês,1.15
543,142,One Mind,101,Charles Manson,11/26/2008,Folk,715,10,Sometimes It Works Just Right,Australiano,1.35,Italiano,0.78
544,142,One Mind,101,Charles Manson,11/26/2008,Folk,855,11,Sweet Words,Inglês,0.89,Italiano,0.76
545,142,One Mind,101,Charles Manson,11/26/2008,Folk,532,12,Interpretations,Chinês,1.32,Canadiano,1.1
546,142,One Mind,101,Charles Manson,11/26/2008,Folk,1826,13,If You Have No One,Australiano,1.0,Americano,0.73
547,142,One Mind,101,Charles Manson,11/26/2008,Folk,670,14,I Keep On Wondering (Interrupted),Francês,1.2,Alemão,0.78
548,142,One Mind,101,Charles Manson,11/26/2008,Folk,536,15,1967- Mac Brother,Australiano,0.9,Indiano,0.86
550,143,Unreleased,102,Chief Boima,,Electronic,2933,0,Cello Duet No. 1,Alemão,0.77,Francês,0.89
554,147,Crikey,4,Nicky Cook,11/26/2008,Singer-Songwriter,1256,1,Disturbed,Mexicano,1.03,Italiano,0.86
555,147,Crikey,4,Nicky Cook,11/26/2008,Singer-Songwriter,193,2,Shaking,Francês,1.17,Alemão,0.85
556,147,Crikey,4,Nicky Cook,11/26/2008,Singer-Songwriter,211,3,The Applemen,Português,1.26,Brasileiro,1.11
557,147,Crikey,4,Nicky Cook,11/26/2008,Singer-Songwriter,191,4,Waitin',Alemão,1.09,Alemão,1.24
558,147,Crikey,4,Nicky Cook,11/26/2008,Singer-Songwriter,285,5,Emotion,Francês,1.29,Francês,1.2
559,147,Crikey,4,Nicky Cook,11/26/2008,Singer-Songwriter,186,6,Takeaway,Inglês,1.12,Espanhol,1.29
560,147,Crikey,4,Nicky Cook,11/26/2008,Singer-Songwriter,225,7,Serious,Chinês,1.29,Mexicano,0.76
561,147,Crikey,4,Nicky Cook,11/26/2008,Singer-Songwriter,302,8,Fairies,Australiano,1.21,Japonês,1.05
562,148,Cinwaves,105,Cinwaves,01/01/2007,Rock,495,1,Ex Lucky,Chinês,1.07,Canadiano,1.21
563,148,Cinwaves,105,Cinwaves,01/01/2007,Rock,311,2,Dumb Me Down,Japonês,1.14,Inglês,0.89
564,148,Cinwaves,105,Cinwaves,01/01/2007,Rock,998,3,The Sugar Society,Mexicano,0.71,Alemão,1.27
565,148,Cinwaves,105,Cinwaves,01/01/2007,Rock,577,4,Sophia,Japonês,0.73,Brasileiro,1.29
566,148,Cinwaves,105,Cinwaves,01/01/2007,Rock,707,5,Jasmine,Mexicano,1.35,Russo,0.88
567,148,Cinwaves,105,Cinwaves,01/01/2007,Rock,431,6,Liberty's Bell,Americano,0.86,Espanhol,1.11
568,148,Cinwaves,105,Cinwaves,01/01/2007,Rock,428,7,Disconnect,Indiano,0.74,Italiano,1.09
569,148,Cinwaves,105,Cinwaves,01/01/2007,Rock,553,8,Shadow Law,Americano,0.84,Chinês,1.33
570,148,Cinwaves,105,Cinwaves,01/01/2007,Rock,410,9,Old Route 13,Chinês,1.38,Indiano,1.16
571,148,Cinwaves,105,Cinwaves,01/01/2007,Rock,404,10,Medicine Chant,Alemão,0.89,Russo,0.87
572,148,Cinwaves,105,Cinwaves,01/01/2007,Rock,413,11,Awaken,Indiano,0.93,Japonês,1.03
573,149,Babylon Rules,106,Clockcleaner,10/17/2007,Punk,1150,3,When My Ship Comes In,Português,1.34,Brasileiro,1.15
574,149,Babylon Rules,106,Clockcleaner,10/17/2007,Punk,3169,4,Caliente Queen,Alemão,0.85,Inglês,0.84
575,150,unreleased Clyde Rourke mp3s,107,Clyde Rourke,,Rock,350,0,Shining the Diamond,Canadiano,1.04,Chinês,0.91
576,150,unreleased Clyde Rourke mp3s,107,Clyde Rourke,,Rock,715,0,Shot At the Post Office,Português,1.08,Mexicano,1.09
577,150,unreleased Clyde Rourke mp3s,107,Clyde Rourke,,Rock,251,0,It Got in The Way,Russo,1.28,Inglês,0.9
578,150,unreleased Clyde Rourke mp3s,107,Clyde Rourke,,Rock,314,0,tan man,Japonês,1.34,Inglês,1.2
579,151,CoCoComa,108,CoCoComa,12/11/2007,Punk,525,5,(Tryin' To) Read My Mind,Japonês,1.01,Canadiano,1.23
580,151,CoCoComa,108,CoCoComa,12/11/2007,Punk,405,6,Premonition,Português,1.26,Espanhol,1.28
588,156,Insects Awaken,112,Death Sentence: Panda!,9/29/2008,Avant-Garde,604,3,Exit Villager,Japonês,0.96,Canadiano,0.92
590,157,Finally Here,113,Delta Dreambox,01/01/2006,Jazz: Vocal,4397,1,Stuck,Canadiano,0.84,Indiano,1.06
591,157,Finally Here,113,Delta Dreambox,01/01/2006,Jazz: Vocal,3731,2,Without A Sound,Inglês,1.05,Americano,0.97
592,157,Finally Here,113,Delta Dreambox,01/01/2006,Jazz: Vocal,3963,3,Song X,Chinês,1.0,Mexicano,1.15
593,157,Finally Here,113,Delta Dreambox,01/01/2006,Jazz: Vocal,4806,4,Finally Here,Japonês,1.15,Americano,0.91
601,1695,Habitats In the Wound,122,Dora Bleu,11/26/2008,Folk,372,1,Ingrate,Brasileiro,0.88,Inglês,1.05
602,1692,Clones of Eros,122,Dora Bleu,11/26/2008,Folk,1262,3,Disappearing,Russo,0.87,Indiano,1.01
603,1692,Clones of Eros,122,Dora Bleu,11/26/2008,Folk,843,0,Lover of Nightmares,Mexicano,1.27,Alemão,0.82
604,168,12 December 2007,122,Dora Bleu,12/12/2007,Folk,855,0,Real Prisons,Canadiano,0.84,Canadiano,1.35
605,169,Double Dagger,123,Double Dagger,11/26/2008,Rock,1774,1,I Was So Bored I Wanted To Hang Myself On The Dancefloor,Inglês,1.33,Chinês,0.73
606,1703,Double Dagger demo,123,Double Dagger,,Rock,1226,1,Attack of the Clones,Mexicano,1.33,Chinês,0.79
607,1703,Double Dagger demo,123,Double Dagger,,Rock,1620,3,Clare (Undone),Brasileiro,0.73,Canadiano,0.73
608,169,Double Dagger,123,Double Dagger,11/26/2008,Rock,1980,4,Punk Rock vs. Swiss Modernism,Japonês,1.13,Português,1.02
609,170,Ragged Rubble,123,Double Dagger,,Rock,729,1,The Psychic,Espanhol,1.1,Canadiano,1.22
610,171,"""rebukes!""",124,Dragging an Ox Through Water,11/26/2008,Folk,1092,3,Aces,Chinês,1.21,Alemão,1.33
611,172,Dragging an Ox Through Water - S/T3INCH,124,Dragging an Ox Through Water,11/26/2008,Folk,796,7,Bowl of Salt,Japonês,0.86,Inglês,0.71
612,173,The Tropics of Phenomenon,124,Dragging an Ox Through Water,11/26/2008,Folk,988,2,Snowbank Treatment,Inglês,1.11,Mexicano,1.01
613,174,a prairie elephant remembers...,125,Argumentix + Dragging an Ox Through Water,,,304,2,A Dorsal Account (the roof didn't stand a chance),Francês,1.03,Australiano,1.24
614,,,124,Dragging an Ox Through Water,,Folk,2207,0,Plaisir D'Amour (feat. Dana Dart Maclean),Português,1.34,Espanhol,0.98
617,176,Viridian City,127,Ed Askew,11/26/2008,Folk,807,1,Burning Buddhas,Português,1.22,Japonês,0.9
618,176,Viridian City,127,Ed Askew,11/26/2008,Folk,875,2,Smoke,Japonês,0.74,Francês,0.94
619,176,Viridian City,127,Ed Askew,11/26/2008,Folk,1492,3,Pebble Beach,Canadiano,1.02,Americano,1.06
620,176,Viridian City,127,Ed Askew,11/26/2008,Folk,1853,4,Arabesque,Alemão,1.39,Francês,1.01
621,177,Rainy Day Song,127,Ed Askew,11/26/2008,Folk,1252,4,Blue Eyed Baby,Inglês,1.39,Japonês,0.75
622,176,Viridian City,127,Ed Askew,11/26/2008,Folk,624,5,Paper Cup,Português,1.38,Canadiano,1.06
623,176,Viridian City,127,Ed Askew,11/26/2008,Folk,886,6,The Cup Bearer (Jony Mede),Americano,0.97,Italiano,0.78
624,176,Viridian City,127,Ed Askew,11/26/2008,Folk,819,7,Made In The City,Australiano,1.1,Brasileiro,0.78
625,177,Rainy Day Song,127,Ed Askew,11/26/2008,Folk,1625,7,Climbing To The Top,Japonês,0.72,Canadiano,1.12
626,176,Viridian City,127,Ed Askew,11/26/2008,Folk,639,8,At Home In The Factory,Italiano,0.87,Chinês,1.2
627,176,Viridian City,127,Ed Askew,11/26/2008,Folk,734,9,Black Bird,Português,1.12,Mexicano,1.36
628,176,Viridian City,127,Ed Askew,11/26/2008,Folk,511,10,Friday Night,Brasileiro,0.76,Indiano,0.86
629,176,Viridian City,127,Ed Askew,11/26/2008,Folk,1398,11,Dancing On Water,Australiano,1.14,Japonês,0.93
630,176,Viridian City,127,Ed Askew,11/26/2008,Folk,800,12,The City,Chinês,0.92,Indiano,0.93
631,176,Viridian City,127,Ed Askew,11/26/2008,Folk,1370,13,Buddha Smiles,Mexicano,0.75,Mexicano,0.83
633,179,"Funeral Home Session 7""",128,El Jesus De Magico,11/26/2008,Rock,997,0,Indian Giver,Russo,0.99,Chinês,0.82
634,179,"Funeral Home Session 7""",128,El Jesus De Magico,11/26/2008,Rock,817,0,LGNO,Inglês,1.36,Francês,1.36
635,179,"Funeral Home Session 7""",128,El Jesus De Magico,11/26/2008,Rock,1288,0,Xmas at Wounded Knee,Americano,0.88,Indiano,1.0
637,181,Radio Reverie in the Waiting Place,130,Eric Leonardson,11/26/1998,Avant-Garde,599,3,The March,Brasileiro,0.81,Chinês,1.21
638,181,Radio Reverie in the Waiting Place,130,Eric Leonardson,11/26/1998,Avant-Garde,376,6,The Vultures Midwife,Português,0.73,Mexicano,1.11
639,182,Rarebit,131,Eric Leonardson and Steve Barsotti,11/26/2008,Avant-Garde,430,1,Near and Distant Relations,Americano,0.77,Mexicano,1.37
640,183,Dancing Walls Stir the Prairies,1700,Eric Leonardson and Anna Friz,01/01/2007,Radio Art,1299,0,Waltz of the Parking Meters,Americano,0.84,Alemão,1.29
641,184,Spree: An Escape From Reality,133,Ethan Persoff,11/01/2003,Electronic,812,1,Side One - Introduction,Português,0.99,Russo,0.85
642,185,SNAP!,133,Ethan Persoff,09/01/2000,Electronic,1136,1,SNAP! (side one of two),Americano,1.11,Canadiano,1.3
643,184,Spree: An Escape From Reality,133,Ethan Persoff,11/01/2003,Electronic,416,2,Side One - The Talent Contest,Indiano,1.01,Francês,1.21
644,185,SNAP!,133,Ethan Persoff,09/01/2000,Electronic,573,2,SNAP! (side two of two),Inglês,0.86,Chinês,0.78
645,184,Spree: An Escape From Reality,133,Ethan Persoff,11/01/2003,Electronic,670,3,Side One - Dear Mr. Depieu,Francês,1.01,Canadiano,0.94
646,184,Spree: An Escape From Reality,133,Ethan Persoff,11/01/2003,Electronic,730,4,Side One - Reprise / The Bullshit Business Proposal / (end),Italiano,0.95,Italiano,0.71
647,184,Spree: An Escape From Reality,133,Ethan Persoff,11/01/2003,Electronic,485,5,Side Two - Reset (and the Great Joke),Português,1.38,Alemão,1.13
648,184,Spree: An Escape From Reality,133,Ethan Persoff,11/01/2003,Electronic,739,6,Side Two - Praise the Lord and Give Thanks,Italiano,1.29,Brasileiro,1.12
649,184,Spree: An Escape From Reality,133,Ethan Persoff,11/01/2003,Electronic,614,7,Side Two - Bean Bag,Português,1.04,Francês,0.93
